host_name,planet_letter,planet_name,num_planets_in_system,discovery_year,num_moons,link_to_wiki
HATS-14,b,HATS-14 b,1,2015,0,http://exoplanet.eu/catalog/hats-14_b/
HATS-15,b,HATS-15 b,1,2016,0,http://exoplanet.eu/catalog/hats-15_b/
HATS-16,b,HATS-16 b,1,2016,0,http://exoplanet.eu/catalog/hats-16_b/
HATS-17,b,HATS-17 b,1,2016,0,http://exoplanet.eu/catalog/hats-17_b/
HATS-18,b,HATS-18 b,1,2016,0,http://exoplanet.eu/catalog/hats-18_b/
HATS-2,b,HATS-2 b,1,2013,0,http://exoplanet.eu/catalog/hats-2_b/
HATS-22,b,HATS-22 b,1,2017,0,http://exoplanet.eu/catalog/hats-22_b/
HATS-23,b,HATS-23 b,1,2017,0,http://exoplanet.eu/catalog/hats-23_b/
HATS-24,b,HATS-24 b,1,2017,0,http://exoplanet.eu/catalog/hats-24_b/
HATS-25,b,HATS-25 b,1,2016,0,http://exoplanet.eu/catalog/hats-25_b/
HATS-26,b,HATS-26 b,1,2016,0,http://exoplanet.eu/catalog/hats-26_b/
HATS-27,b,HATS-27 b,1,2016,0,http://exoplanet.eu/catalog/hats-27_b/
HATS-28,b,HATS-28 b,1,2016,0,http://exoplanet.eu/catalog/hats-28_b/
HATS-29,b,HATS-29 b,1,2016,0,http://exoplanet.eu/catalog/hats-29_b/
HATS-3,b,HATS-3 b,1,2013,0,http://exoplanet.eu/catalog/hats-3_b/
HATS-30,b,HATS-30 b,1,2016,0,http://exoplanet.eu/catalog/hats-30_b/
HATS-31,b,HATS-31 b,1,2016,0,http://exoplanet.eu/catalog/hats-31_b/
HATS-32,b,HATS-32 b,1,2016,0,http://exoplanet.eu/catalog/hats-32_b/
HATS-33,b,HATS-33 b,1,2016,0,http://exoplanet.eu/catalog/hats-33_b/
HATS-34,b,HATS-34 b,1,2016,0,http://exoplanet.eu/catalog/hats-34_b/
HATS-35,b,HATS-35 b,1,2016,0,http://exoplanet.eu/catalog/hats-35_b/
HATS-36,b,HATS-36 b,1,2018,0,http://exoplanet.eu/catalog/hats-36_b/
HATS-39,b,HATS-39 b,1,2018,0,http://exoplanet.eu/catalog/hats-39_b/
HATS-4,b,HATS-4 b,1,2014,0,http://exoplanet.eu/catalog/hats-4_b/
HATS-40,b,HATS-40 b,1,2018,0,http://exoplanet.eu/catalog/hats-40_b/
HATS-41,b,HATS-41 b,1,2018,0,http://exoplanet.eu/catalog/hats-41_b/
HATS-42,b,HATS-42 b,1,2018,0,http://exoplanet.eu/catalog/hats-42_b/
HATS-43,b,HATS-43 b,1,2018,0,http://exoplanet.eu/catalog/hats-43_b/
HATS-44,b,HATS-44 b,1,2018,0,http://exoplanet.eu/catalog/hats-44_b/
HATS-45,b,HATS-45 b,1,2018,0,http://exoplanet.eu/catalog/hats-45_b/
HATS-46,b,HATS-46 b,1,2018,0,http://exoplanet.eu/catalog/hats-46_b/
HATS-5,b,HATS-5 b,1,2014,0,http://exoplanet.eu/catalog/hats-5_b/
HATS-50,b,HATS-50 b,1,2017,0,http://exoplanet.eu/catalog/hats-50_b/
HATS-51,b,HATS-51 b,1,2017,0,http://exoplanet.eu/catalog/hats-51_b/
HATS-52,b,HATS-52 b,1,2017,0,http://exoplanet.eu/catalog/hats-52_b/
HATS-53,b,HATS-53 b,1,2017,0,http://exoplanet.eu/catalog/hats-53_b/
HATS-54,b,HATS-54 b,1,2019,0,http://exoplanet.eu/catalog/hats-54_b/
HATS-55,b,HATS-55 b,1,2019,0,http://exoplanet.eu/catalog/hats-55_b/
HATS-56,b,HATS-56 b,1,2019,0,http://exoplanet.eu/catalog/hats-56_b/
HATS-57,b,HATS-57 b,1,2019,0,http://exoplanet.eu/catalog/hats-57_b/
HATS-58 A,b,HATS-58 A b,1,2019,0,http://exoplanet.eu/catalog/hats-58a_b/
HATS-59,b,HATS-59 b,2,2018,0,http://exoplanet.eu/catalog/hats-59_b/
HATS-59,c,HATS-59 c,2,2018,0,http://exoplanet.eu/catalog/hats-59_c/
HATS-6,b,HATS-6 b,1,2015,0,http://exoplanet.eu/catalog/hats-6_b/
HATS-60,b,HATS-60 b,1,2018,0,http://exoplanet.eu/catalog/hats-60_b/
HATS-61,b,HATS-61 b,1,2018,0,http://exoplanet.eu/catalog/hats-61_b/
HATS-62,b,HATS-62 b,1,2018,0,http://exoplanet.eu/catalog/hats-62_b/
HATS-63,b,HATS-63 b,1,2018,0,http://exoplanet.eu/catalog/hats-63_b/
HATS-64,b,HATS-64 b,1,2018,0,http://exoplanet.eu/catalog/hats-64_b/
HATS-65,b,HATS-65 b,1,2018,0,http://exoplanet.eu/catalog/hats-65_b/
HATS-66,b,HATS-66 b,1,2018,0,http://exoplanet.eu/catalog/hats-66_b/
HATS-67,b,HATS-67 b,1,2018,0,http://exoplanet.eu/catalog/hats-67_b/
HATS-68,b,HATS-68 b,1,2018,0,http://exoplanet.eu/catalog/hats-68_b/
HATS-69,b,HATS-69 b,1,2018,0,http://exoplanet.eu/catalog/hats-69_b/
HATS-7,b,HATS-7 b,1,2015,0,http://exoplanet.eu/catalog/hats-7_b/
HATS-70,b,HATS-70 b,1,2019,0,http://exoplanet.eu/catalog/hats-70_b/
HATS-8,b,HATS-8 b,1,2015,0,http://exoplanet.eu/catalog/hats-8_b/
HATS-9,b,HATS-9 b,1,2015,0,http://exoplanet.eu/catalog/hats-9_b/
HD 100546,b,HD 100546 b,1,2014,0,
HD 100655,b,HD 100655 b,1,2011,0,http://exoplanet.eu/catalog/hd_100655_b/
HD 100777,b,HD 100777 b,1,2007,0,http://exoplanet.eu/catalog/hd_100777_b/
HD 10180,c,HD 10180 c,6,2010,0,http://exoplanet.eu/catalog/hd_10180_c/
HD 10180,d,HD 10180 d,6,2010,0,http://exoplanet.eu/catalog/hd_10180_d/
HD 10180,e,HD 10180 e,6,2010,0,http://exoplanet.eu/catalog/hd_10180_e/
HD 10180,f,HD 10180 f,6,2010,0,http://exoplanet.eu/catalog/hd_10180_f/
HD 10180,g,HD 10180 g,6,2010,0,http://exoplanet.eu/catalog/hd_10180_g/
HD 10180,h,HD 10180 h,6,2010,0,http://exoplanet.eu/catalog/hd_10180_h/
HD 101930,b,HD 101930 b,1,2005,0,http://exoplanet.eu/catalog/hd_101930_b/
HD 102117,b,HD 102117 b,1,2005,0,http://exoplanet.eu/catalog/hd_102117_b/
HD 102195,b,HD 102195 b,1,2006,0,http://exoplanet.eu/catalog/hd_102195_b/
HD 102272,b,HD 102272 b,1,2008,0,http://exoplanet.eu/catalog/hd_102272_b/
HD 102329,b,HD 102329 b,2,2011,0,http://exoplanet.eu/catalog/hd_102329_b/
HD 102329,c,HD 102329 c,2,2018,0,http://exoplanet.eu/catalog/hd_102329_c/
HD 102365,b,HD 102365 b,1,2010,0,http://exoplanet.eu/catalog/hd_102365_b/
HD 102843,b,HD 102843 b,1,2019,0,http://exoplanet.eu/catalog/hd_102843_b/
HD 102956,b,HD 102956 b,1,2010,0,http://exoplanet.eu/catalog/hd_102956_b/
HD 103197,b,HD 103197 b,1,2009,0,http://exoplanet.eu/catalog/hd_103197_b/
HD 103720,b,HD 103720 b,1,2014,0,http://exoplanet.eu/catalog/hd_103720_b/
HD 103774,b,HD 103774 b,1,2013,0,http://exoplanet.eu/catalog/hd_103774_b/
HD 103949,b,HD 103949 b,1,2019,0,http://exoplanet.eu/catalog/hd_103949_b/
HD 104067,b,HD 104067 b,1,2009,0,http://exoplanet.eu/catalog/hd_104067_b/
HD 10442,b,HD 10442 b,1,2014,0,http://exoplanet.eu/catalog/hd_10442_b/
HD 104985,b,HD 104985 b,1,2003,0,http://exoplanet.eu/catalog/hd_104985_b/
HD 106252,b,HD 106252 b,1,2002,0,http://exoplanet.eu/catalog/hd_106252_b/
HD 106270,b,HD 106270 b,1,2011,0,http://exoplanet.eu/catalog/hd_106270_b/
HD 106315,b,HD 106315 b,2,2017,0,http://exoplanet.eu/catalog/hd_106315_b/
HD 106315,c,HD 106315 c,2,2017,0,http://exoplanet.eu/catalog/hd_106315_c/
HD 10647,b,HD 10647 b,1,2006,0,http://exoplanet.eu/catalog/hd_10647_b/
HD 106515 A,b,HD 106515 A b,1,2012,0,http://exoplanet.eu/catalog/hd_106515_a_b/
HD 106906,b,HD 106906 b,1,2013,0,http://exoplanet.eu/catalog/hd_106906_b/
HD 10697,b,HD 10697 b,1,1999,0,http://exoplanet.eu/catalog/hd_10697_b/
HD 107148,b,HD 107148 b,1,2005,0,http://exoplanet.eu/catalog/hd_107148_b/
HD 108147,b,HD 108147 b,1,2002,0,http://exoplanet.eu/catalog/hd_108147_b/
HD 108341,b,HD 108341 b,1,2014,0,http://exoplanet.eu/catalog/hd_108341_b/
HD 108863,b,HD 108863 b,1,2011,0,http://exoplanet.eu/catalog/hd_108863_b/
HD 108874,b,HD 108874 b,2,2002,0,http://exoplanet.eu/catalog/hd_108874_b/
HD 108874,c,HD 108874 c,2,2005,0,http://exoplanet.eu/catalog/hd_108874_c/
HD 109246,b,HD 109246 b,1,2010,0,http://exoplanet.eu/catalog/hd_109246_b/
HD 109271,b,HD 109271 b,2,2013,0,http://exoplanet.eu/catalog/hd_109271_b/
HD 109271,c,HD 109271 c,2,2013,0,http://exoplanet.eu/catalog/hd_109271_c/
HD 109749,b,HD 109749 b,1,2005,0,http://exoplanet.eu/catalog/hd_109749_b/
HD 110014,b,HD 110014 b,1,2009,0,http://exoplanet.eu/catalog/hd_110014_b/
HD 111232,b,HD 111232 b,1,2003,0,http://exoplanet.eu/catalog/hd_111232_b/
HD 111591,b,HD 111591 b,1,2017,0,http://exoplanet.eu/catalog/hd_111591_b/
HD 111998,b,HD 111998 b,1,2016,0,
HD 113337,b,HD 113337 b,1,2013,0,http://exoplanet.eu/catalog/hd_113337_b/
HD 113538,b,HD 113538 b,2,2010,0,http://exoplanet.eu/catalog/hd_113538_b/
HD 113538,c,HD 113538 c,2,2010,0,http://exoplanet.eu/catalog/hd_113538_c/
HD 113996,b,HD 113996 b,1,2017,0,http://exoplanet.eu/catalog/hd_113996_b/
HD 114386,b,HD 114386 b,1,2003,0,http://exoplanet.eu/catalog/hd_114386_b/
HD 114613,b,HD 114613 b,1,2014,0,http://exoplanet.eu/catalog/hd_114613_b/
HD 114729,b,HD 114729 b,1,2002,0,http://exoplanet.eu/catalog/hd_114729_b/
HD 114762,b,HD 114762 b,1,1989,0,http://exoplanet.eu/catalog/hd_114762_b/
HD 114783,b,HD 114783 b,2,2001,0,http://exoplanet.eu/catalog/hd_114783_b/
HD 114783,c,HD 114783 c,2,2018,0,http://exoplanet.eu/catalog/hd_114783_c/
HD 11506,b,HD 11506 b,2,2007,0,http://exoplanet.eu/catalog/hd_11506_b/
HD 11506,c,HD 11506 c,2,2008,0,http://exoplanet.eu/catalog/hd_11506_c/
HD 116029,b,HD 116029 b,2,2011,0,http://exoplanet.eu/catalog/hd_116029_b/
HD 116029,c,HD 116029 c,2,2018,0,http://exoplanet.eu/catalog/hd_116029_c/
HD 117207,b,HD 117207 b,1,2004,0,http://exoplanet.eu/catalog/hd_117207_b/
HD 11755,b,HD 11755 b,1,2015,0,http://exoplanet.eu/catalog/hd_11755_b/
HD 117618,b,HD 117618 b,1,2004,0,http://exoplanet.eu/catalog/hd_117618_b/
HD 118203,b,HD 118203 b,1,2005,0,http://exoplanet.eu/catalog/hd_118203_b/
HD 119130,b,HD 119130 b,1,2019,0,http://exoplanet.eu/catalog/hd_119130_b/
HD 11964,b,HD 11964 b,2,2005,0,http://exoplanet.eu/catalog/hd_11964_b/
HD 11964,c,HD 11964 c,2,2008,0,http://exoplanet.eu/catalog/hd_11964_c/
HD 11977,b,HD 11977 b,1,2005,0,http://exoplanet.eu/catalog/hd_11977_b/
HD 120084,b,HD 120084 b,1,2013,0,http://exoplanet.eu/catalog/hd_120084_b/
HD 121504,b,HD 121504 b,1,2003,0,http://exoplanet.eu/catalog/hd_121504_b/
HD 12484,b,HD 12484 b,1,2016,0,http://exoplanet.eu/catalog/hd_12484_b/
HD 125390,b,HD 125390 b,1,2019,0,http://exoplanet.eu/catalog/hd_125390_b/
HD 125595,b,HD 125595 b,1,2009,0,http://exoplanet.eu/catalog/hd_125595_b/
HD 125612,b,HD 125612 b,3,2007,0,http://exoplanet.eu/catalog/hd_125612_b/
HD 125612,c,HD 125612 c,3,2009,0,http://exoplanet.eu/catalog/hd_125612_c/
HD 125612,d,HD 125612 d,3,2009,0,http://exoplanet.eu/catalog/hd_125612_d/
HD 12648,b,HD 12648 b,1,2015,0,http://exoplanet.eu/catalog/hd_12648_b/
HD 126525,b,HD 126525 b,1,2018,0,http://exoplanet.eu/catalog/hd_126525_b/
HD 12661,b,HD 12661 b,2,2000,0,http://exoplanet.eu/catalog/hd_12661_b/
HD 12661,c,HD 12661 c,2,2002,0,http://exoplanet.eu/catalog/hd_12661_c/
HD 126614,b,HD 126614 b,1,2009,0,http://exoplanet.eu/catalog/hd_126614_b/
HD 128311,b,HD 128311 b,2,2002,0,http://exoplanet.eu/catalog/hd_128311_b/
HD 128311,c,HD 128311 c,2,2005,0,http://exoplanet.eu/catalog/hd_128311_c/
HD 128356,b,HD 128356 b,1,2016,0,http://exoplanet.eu/catalog/hd_128356_b/
HD 129445,b,HD 129445 b,1,2009,0,http://exoplanet.eu/catalog/hd_129445_b/
HD 130322,b,HD 130322 b,1,1999,0,http://exoplanet.eu/catalog/hd_130322_b/
HD 131496,b,HD 131496 b,1,2011,0,http://exoplanet.eu/catalog/hd_131496_b/
HD 131664,b,HD 131664 b,1,2008,0,http://exoplanet.eu/catalog/hd_131664_b/
HD 13167,b,HD 13167 b,1,2018,0,http://exoplanet.eu/catalog/hd_13167_b/
HD 13189,b,HD 13189 b,1,2005,0,http://exoplanet.eu/catalog/hd_13189_b/
HD 132406,b,HD 132406 b,1,2007,0,http://exoplanet.eu/catalog/hd_132406_b/
HD 132563,b,HD 132563 b,1,2011,0,http://exoplanet.eu/catalog/hd_132563_b_b/
HD 133131 A,b,HD 133131 A b,2,2016,0,http://exoplanet.eu/catalog/hd_133131_a_b/
HD 133131 A,c,HD 133131 A c,2,2016,0,http://exoplanet.eu/catalog/hd_133131_a_c/
HD 133131 B,b,HD 133131 B b,1,2016,0,http://exoplanet.eu/catalog/hd_133131_b_b/
HD 134060,b,HD 134060 b,2,2019,0,http://exoplanet.eu/catalog/hd_134060_b/
HD 134060,c,HD 134060 c,2,2019,0,http://exoplanet.eu/catalog/hd_134060_c/
HD 134987,b,HD 134987 b,2,1999,0,http://exoplanet.eu/catalog/hd_134987_b/
HD 134987,c,HD 134987 c,2,2009,0,http://exoplanet.eu/catalog/hd_134987_c/
HD 136352,b,HD 136352 b,3,2019,0,http://exoplanet.eu/catalog/hd_136352_b/
HD 136352,c,HD 136352 c,3,2019,0,http://exoplanet.eu/catalog/hd_136352_c/
HD 136352,d,HD 136352 d,3,2019,0,http://exoplanet.eu/catalog/hd_136352_d/
HD 136418,b,HD 136418 b,1,2009,0,http://exoplanet.eu/catalog/hd_136418_b/
HD 13724,b,HD 13724 b,1,2019,0,http://exoplanet.eu/catalog/hd_13724_b/
HD 137388,b,HD 137388 b,1,2011,0,http://exoplanet.eu/catalog/hd_137388_b/
HD 13908,b,HD 13908 b,2,2013,0,http://exoplanet.eu/catalog/hd_13908_b/
HD 13908,c,HD 13908 c,2,2013,0,http://exoplanet.eu/catalog/hd_13908_c/
HD 13931,b,HD 13931 b,1,2009,0,http://exoplanet.eu/catalog/hd_13931_b/
HD 139357,b,HD 139357 b,1,2008,0,http://exoplanet.eu/catalog/hd_139357_b/
HD 1397,b,HD 1397 b,1,2018,0,http://exoplanet.eu/catalog/hd_1397_b/
HD 14067,b,HD 14067 b,1,2014,0,http://exoplanet.eu/catalog/hd_14067_b/
HD 141399,b,HD 141399 b,4,2014,0,http://exoplanet.eu/catalog/hd_141399_b/
HD 141399,c,HD 141399 c,4,2014,0,http://exoplanet.eu/catalog/hd_141399_c/
HD 141399,d,HD 141399 d,4,2014,0,http://exoplanet.eu/catalog/hd_141399_d/
HD 141399,e,HD 141399 e,4,2014,0,http://exoplanet.eu/catalog/hd_141399_e/
HD 141937,b,HD 141937 b,1,2002,0,http://exoplanet.eu/catalog/hd_141937_b/
HD 142,b,HD 142 b,2,2001,0,http://exoplanet.eu/catalog/hd_142_b/
HD 142,c,HD 142 c,2,2012,0,http://exoplanet.eu/catalog/hd_142_c/
HD 142022 A,b,HD 142022 A b,1,2005,0,http://exoplanet.eu/catalog/hd_142022_a_b/
HD 142245,b,HD 142245 b,1,2011,0,http://exoplanet.eu/catalog/hd_142245_b/
HD 142415,b,HD 142415 b,1,2003,0,http://exoplanet.eu/catalog/hd_142415_b/
HD 143105,b,HD 143105 b,1,2016,0,http://exoplanet.eu/catalog/hd_143105_b/
HD 143361,b,HD 143361 b,1,2008,0,http://exoplanet.eu/catalog/hd_143361_b/
HD 145377,b,HD 145377 b,1,2008,0,http://exoplanet.eu/catalog/hd_145377_b/
HD 145457,b,HD 145457 b,1,2010,0,http://exoplanet.eu/catalog/hd_145457_b/
HD 145934,b,HD 145934 b,1,2015,0,http://exoplanet.eu/catalog/hd_145934_b/
HD 1461,b,HD 1461 b,2,2010,0,http://exoplanet.eu/catalog/hd_1461_b/
HD 1461,c,HD 1461 c,2,2015,0,http://exoplanet.eu/catalog/hd_1461_c/
HD 147018,b,HD 147018 b,2,2009,0,http://exoplanet.eu/catalog/hd_147018_b/
HD 147018,c,HD 147018 c,2,2009,0,http://exoplanet.eu/catalog/hd_147018_c/
HD 147379,b,HD 147379 b,1,2017,0,http://exoplanet.eu/catalog/hd_147379_b/
HD 147513,b,HD 147513 b,1,2003,0,http://exoplanet.eu/catalog/hd_147513_b/
HD 14787,b,HD 14787 b,1,2018,0,
HD 147873,b,HD 147873 b,2,2016,0,http://exoplanet.eu/catalog/hd_147873_b/
HD 147873,c,HD 147873 c,2,2016,0,http://exoplanet.eu/catalog/hd_147873_c/
HD 148156,b,HD 148156 b,1,2009,0,http://exoplanet.eu/catalog/hd_148156_b/
HD 148164,b,HD 148164 b,2,2018,0,http://exoplanet.eu/catalog/hd_148164_b/
HD 148164,c,HD 148164 c,2,2018,0,http://exoplanet.eu/catalog/hd_148164_c/
HD 148284,b,HD 148284 b,1,2018,0,http://exoplanet.eu/catalog/hd_148284_b/
HD 148427,b,HD 148427 b,1,2009,0,http://exoplanet.eu/catalog/hd_148427_b/
HD 149026,b,HD 149026 b,1,2005,0,http://exoplanet.eu/catalog/hd_149026_b/
HD 149143,b,HD 149143 b,1,2005,0,http://exoplanet.eu/catalog/hd_149143_b/
HD 1502,b,HD 1502 b,1,2011,0,http://exoplanet.eu/catalog/hd_1502_b/
HD 150706,b,HD 150706 b,1,2012,0,http://exoplanet.eu/catalog/hd_150706_b/
HD 152079,b,HD 152079 b,1,2009,0,http://exoplanet.eu/catalog/hd_152079_b/
HD 152581,b,HD 152581 b,1,2011,0,http://exoplanet.eu/catalog/hd_152581_b/
HD 15337,b,HD 15337 b,2,2019,0,http://exoplanet.eu/catalog/toi-402_b/
HD 15337,c,HD 15337 c,2,2019,0,http://exoplanet.eu/catalog/toi-402_c/
HD 153950,b,HD 153950 b,1,2008,0,http://exoplanet.eu/catalog/hd_153950_b/
HD 154345,b,HD 154345 b,1,2006,0,http://exoplanet.eu/catalog/hd_154345_b/
HD 154672,b,HD 154672 b,1,2008,0,http://exoplanet.eu/catalog/hd_154672_b/
HD 154857,b,HD 154857 b,2,2004,0,http://exoplanet.eu/catalog/hd_154857_b/
HD 154857,c,HD 154857 c,2,2014,0,http://exoplanet.eu/catalog/hd_154857_c/
HD 155233,b,HD 155233 b,1,2015,0,http://exoplanet.eu/catalog/hd_155233_b/
HD 155358,b,HD 155358 b,2,2007,0,http://exoplanet.eu/catalog/hd_155358_b/
HD 155358,c,HD 155358 c,2,2007,0,http://exoplanet.eu/catalog/hd_155358_c/
HD 156279,b,HD 156279 b,2,2011,0,http://exoplanet.eu/catalog/hd_156279_b/
HD 156279,c,HD 156279 c,2,2018,0,http://exoplanet.eu/catalog/hd_156279_c/
HD 156411,b,HD 156411 b,1,2009,0,http://exoplanet.eu/catalog/hd_156411_b/
HD 156668,b,HD 156668 b,1,2010,0,http://exoplanet.eu/catalog/hd_156668_b/
HD 156846,b,HD 156846 b,1,2007,0,http://exoplanet.eu/catalog/hd_156846_b/
HD 158038,b,HD 158038 b,1,2011,0,http://exoplanet.eu/catalog/hd_158038_b/
HD 158996,b,HD 158996 b,1,2018,0,http://exoplanet.eu/catalog/hd_158996_b/
HD 159243,b,HD 159243 b,2,2013,0,http://exoplanet.eu/catalog/hd_159243_b/
HD 159243,c,HD 159243 c,2,2013,0,http://exoplanet.eu/catalog/hd_159243_c/
HD 159868,b,HD 159868 b,2,2006,0,http://exoplanet.eu/catalog/hd_159868_b/
HD 159868,c,HD 159868 c,2,2012,0,http://exoplanet.eu/catalog/hd_159868_c/
HD 1605,b,HD 1605 b,2,2015,0,http://exoplanet.eu/catalog/hd_1605_b/
HD 1605,c,HD 1605 c,2,2015,0,http://exoplanet.eu/catalog/hd_1605_c/
HD 160691,b,HD 160691 b,4,2000,0,http://exoplanet.eu/catalog/mu_ara_b/
HD 160691,c,HD 160691 c,4,2004,0,http://exoplanet.eu/catalog/mu_ara_c/
HD 160691,d,HD 160691 d,4,2004,0,http://exoplanet.eu/catalog/mu_ara_d/
HD 160691,e,HD 160691 e,4,2006,0,http://exoplanet.eu/catalog/mu_ara_e/
HD 16141,b,HD 16141 b,1,2000,0,http://exoplanet.eu/catalog/hd_16141_b/
HD 16175,b,HD 16175 b,1,2009,0,http://exoplanet.eu/catalog/hd_16175_b/
HD 162020,b,HD 162020 b,1,2002,0,http://exoplanet.eu/catalog/hd_162020_b/
HD 163607,b,HD 163607 b,2,2010,0,http://exoplanet.eu/catalog/hd_163607_b/
HD 163607,c,HD 163607 c,2,2010,0,http://exoplanet.eu/catalog/hd_163607_c/
HD 16417,b,HD 16417 b,1,2008,0,http://exoplanet.eu/catalog/hd_16417_b/
HD 164509,b,HD 164509 b,1,2010,0,http://exoplanet.eu/catalog/hd_164509_b/
HD 164595,b,HD 164595 b,1,2015,0,http://exoplanet.eu/catalog/hd_164595_b/
HD 164604,b,HD 164604 b,1,2009,0,http://exoplanet.eu/catalog/hd_164604_b/
HD 164922,b,HD 164922 b,2,2005,0,http://exoplanet.eu/catalog/hd_164922_b/
HD 164922,c,HD 164922 c,2,2016,0,http://exoplanet.eu/catalog/hd_164922_c/
HD 165155,b,HD 165155 b,1,2016,0,http://exoplanet.eu/catalog/hd_165155_b/
HD 1666,b,HD 1666 b,1,2015,0,http://exoplanet.eu/catalog/hd_1666_b/
HD 166724,b,HD 166724 b,1,2012,0,http://exoplanet.eu/catalog/hd_166724_b/
HD 167042,b,HD 167042 b,1,2007,0,http://exoplanet.eu/catalog/hd_167042_b/
HD 168443,b,HD 168443 b,2,1998,0,http://exoplanet.eu/catalog/hd_168443_b/
HD 168443,c,HD 168443 c,2,2000,0,http://exoplanet.eu/catalog/hd_168443_c/
HD 168746,b,HD 168746 b,1,2002,0,http://exoplanet.eu/catalog/hd_168746_b/
HD 1690,b,HD 1690 b,1,2010,0,http://exoplanet.eu/catalog/hd_1690_b/
HD 169830,b,HD 169830 b,2,2000,0,http://exoplanet.eu/catalog/hd_169830_b/
HD 169830,c,HD 169830 c,2,2003,0,http://exoplanet.eu/catalog/hd_169830_c/
HD 170469,b,HD 170469 b,1,2007,0,http://exoplanet.eu/catalog/hd_170469_b/
HD 17092,b,HD 17092 b,1,2007,0,http://exoplanet.eu/catalog/hd_17092_b/
HD 171028,b,HD 171028 b,1,2007,0,http://exoplanet.eu/catalog/hd_171028_b/
HD 171238,b,HD 171238 b,1,2009,0,http://exoplanet.eu/catalog/hd_171238_b/
HD 17156,b,HD 17156 b,1,2007,0,http://exoplanet.eu/catalog/hd_17156_b/
HD 173416,b,HD 173416 b,1,2008,0,http://exoplanet.eu/catalog/hd_173416_b/
HD 175167,b,HD 175167 b,1,2009,0,http://exoplanet.eu/catalog/hd_175167_b/
HD 175541,b,HD 175541 b,1,2007,0,http://exoplanet.eu/catalog/hd_175541_b/
HD 175607,b,HD 175607 b,1,2015,0,http://exoplanet.eu/catalog/hd_175607_b/
HD 17674,b,HD 17674 b,1,2017,0,http://exoplanet.eu/catalog/hd_17674_b/
HD 176986,b,HD 176986 b,2,2017,0,http://exoplanet.eu/catalog/hd_176986_b/
HD 176986,c,HD 176986 c,2,2017,0,http://exoplanet.eu/catalog/hd_176986_c/
HD 177565,b,HD 177565 b,1,2017,0,
HD 177830,b,HD 177830 b,2,1999,0,http://exoplanet.eu/catalog/hd_177830_b/
HD 177830,c,HD 177830 c,2,2010,0,http://exoplanet.eu/catalog/hd_177830_c/
HD 178911 B,b,HD 178911 B b,1,2001,0,http://exoplanet.eu/catalog/hd_178911_b_b/
HD 179079,b,HD 179079 b,1,2008,0,http://exoplanet.eu/catalog/hd_179079_b/
HD 179949,b,HD 179949 b,1,2000,0,http://exoplanet.eu/catalog/hd_179949_b/
HD 180053,b,HD 180053 b,1,2018,0,
HD 18015,b,HD 18015 b,1,2018,0,
HD 180314,b,HD 180314 b,1,2010,0,http://exoplanet.eu/catalog/hd_180314_b/
HD 180617,b,HD 180617 b,1,2018,0,http://exoplanet.eu/catalog/gj_752_a_b/
HD 180902,b,HD 180902 b,1,2009,0,http://exoplanet.eu/catalog/hd_180902_b/
HD 181234,b,HD 181234 b,1,2019,0,http://exoplanet.eu/catalog/hd_181234_b/
HD 181342,b,HD 181342 b,1,2009,0,http://exoplanet.eu/catalog/hd_181342_b/
HD 181433,b,HD 181433 b,3,2008,0,http://exoplanet.eu/catalog/hd_181433_b/
HD 181433,c,HD 181433 c,3,2008,0,http://exoplanet.eu/catalog/hd_181433_c/
HD 181433,d,HD 181433 d,3,2008,0,http://exoplanet.eu/catalog/hd_181433_d/
HD 181720,b,HD 181720 b,1,2009,0,http://exoplanet.eu/catalog/hd_181720_b/
HD 183263,b,HD 183263 b,2,2004,0,http://exoplanet.eu/catalog/hd_183263_b/
HD 183263,c,HD 183263 c,2,2008,0,http://exoplanet.eu/catalog/hd_183263_c/
HD 185269,b,HD 185269 b,1,2006,0,http://exoplanet.eu/catalog/hd_185269_b/
HD 187085,b,HD 187085 b,1,2006,0,http://exoplanet.eu/catalog/hd_187085_b/
HD 187123,b,HD 187123 b,2,1998,0,http://exoplanet.eu/catalog/hd_187123_b/
HD 187123,c,HD 187123 c,2,2008,0,http://exoplanet.eu/catalog/hd_187123_c/
HD 18742,b,HD 18742 b,1,2011,0,http://exoplanet.eu/catalog/hd_18742_b/
HD 188015,b,HD 188015 b,1,2004,0,http://exoplanet.eu/catalog/hd_188015_b/
HD 189733,b,HD 189733 b,1,2005,0,http://exoplanet.eu/catalog/hd_189733_b/
HD 190360,b,HD 190360 b,2,2003,0,http://exoplanet.eu/catalog/hd_190360_b/
HD 190360,c,HD 190360 c,2,2005,0,http://exoplanet.eu/catalog/hd_190360_c/
HD 190647,b,HD 190647 b,1,2007,0,http://exoplanet.eu/catalog/hd_190647_b/
HD 190984,b,HD 190984 b,1,2009,0,http://exoplanet.eu/catalog/hd_190984_b/
HD 191806,b,HD 191806 b,1,2016,0,http://exoplanet.eu/catalog/hd_191806_b/
HD 192263,b,HD 192263 b,1,1999,0,http://exoplanet.eu/catalog/hd_192263_b/
HD 192310,b,HD 192310 b,2,2011,0,http://exoplanet.eu/catalog/gj_785_b/
HD 192310,c,HD 192310 c,2,2011,0,http://exoplanet.eu/catalog/gj_785_c/
HD 192699,b,HD 192699 b,1,2007,0,http://exoplanet.eu/catalog/hd_192699_b/
