host_name,planet_letter,planet_name,num_planets_in_system,discovery_year,num_moons,link_to_wiki
Kepler-648,b,Kepler-648 b,1,2016,0,http://exoplanet.eu/catalog/kepler-648_b/
Kepler-649,b,Kepler-649 b,1,2016,0,http://exoplanet.eu/catalog/kepler-649_b/
Kepler-65,b,Kepler-65 b,4,2012,0,http://exoplanet.eu/catalog/kepler-65_b/
Kepler-65,c,Kepler-65 c,4,2012,0,http://exoplanet.eu/catalog/kepler-65_c/
Kepler-65,d,Kepler-65 d,4,2012,0,http://exoplanet.eu/catalog/kepler-65_d/
Kepler-65,e,Kepler-65 e,4,2019,0,
Kepler-650,b,Kepler-650 b,1,2016,0,http://exoplanet.eu/catalog/kepler-650_b/
Kepler-651,b,Kepler-651 b,1,2016,0,http://exoplanet.eu/catalog/kepler-651_b/
Kepler-652,b,Kepler-652 b,1,2016,0,http://exoplanet.eu/catalog/kepler-652_b/
Kepler-653,b,Kepler-653 b,2,2016,0,http://exoplanet.eu/catalog/kepler-653_b/
Kepler-653,c,Kepler-653 c,2,2016,0,http://exoplanet.eu/catalog/kepler-653_c/
Kepler-654,b,Kepler-654 b,1,2016,0,http://exoplanet.eu/catalog/kepler-654_b/
Kepler-655,b,Kepler-655 b,1,2016,0,http://exoplanet.eu/catalog/kepler-655_b/
Kepler-656,b,Kepler-656 b,1,2016,0,http://exoplanet.eu/catalog/kepler-656_b/
Kepler-657,b,Kepler-657 b,1,2016,0,http://exoplanet.eu/catalog/kepler-657_b/
Kepler-658,b,Kepler-658 b,1,2016,0,http://exoplanet.eu/catalog/kepler-658_b/
Kepler-659,b,Kepler-659 b,1,2016,0,http://exoplanet.eu/catalog/kepler-659_b/
Kepler-66,b,Kepler-66 b,1,2013,0,http://exoplanet.eu/catalog/kepler-66_b/
Kepler-660,b,Kepler-660 b,1,2016,0,http://exoplanet.eu/catalog/kepler-660_b/
Kepler-661,b,Kepler-661 b,1,2016,0,http://exoplanet.eu/catalog/kepler-661_b/
Kepler-662,b,Kepler-662 b,1,2016,0,http://exoplanet.eu/catalog/kepler-662_b/
Kepler-663,b,Kepler-663 b,1,2016,0,http://exoplanet.eu/catalog/kepler-663_b/
Kepler-664,b,Kepler-664 b,1,2016,0,http://exoplanet.eu/catalog/kepler-664_b/
Kepler-665,b,Kepler-665 b,1,2016,0,http://exoplanet.eu/catalog/kepler-665_b/
Kepler-666,b,Kepler-666 b,1,2016,0,http://exoplanet.eu/catalog/kepler-666_b/
Kepler-667,b,Kepler-667 b,1,2016,0,http://exoplanet.eu/catalog/kepler-667_b/
Kepler-668,b,Kepler-668 b,1,2016,0,http://exoplanet.eu/catalog/kepler-668_b/
Kepler-669,b,Kepler-669 b,1,2016,0,http://exoplanet.eu/catalog/kepler-669_b/
Kepler-67,b,Kepler-67 b,1,2013,0,http://exoplanet.eu/catalog/kepler-67_b/
Kepler-670,b,Kepler-670 b,1,2016,0,http://exoplanet.eu/catalog/kepler-670_b/
Kepler-671,b,Kepler-671 b,1,2016,0,http://exoplanet.eu/catalog/kepler-671_b/
Kepler-672,b,Kepler-672 b,1,2016,0,http://exoplanet.eu/catalog/kepler-672_b/
Kepler-673,b,Kepler-673 b,1,2016,0,http://exoplanet.eu/catalog/kepler-673_b/
Kepler-674,b,Kepler-674 b,1,2016,0,http://exoplanet.eu/catalog/kepler-674_b/
Kepler-675,b,Kepler-675 b,1,2016,0,http://exoplanet.eu/catalog/kepler-675_b/
Kepler-676,b,Kepler-676 b,1,2016,0,http://exoplanet.eu/catalog/kepler-676_b/
Kepler-677,b,Kepler-677 b,1,2016,0,http://exoplanet.eu/catalog/kepler-677_b/
Kepler-678,b,Kepler-678 b,1,2016,0,http://exoplanet.eu/catalog/kepler-678_b/
Kepler-679,b,Kepler-679 b,1,2016,0,http://exoplanet.eu/catalog/kepler-679_b/
Kepler-68,b,Kepler-68 b,3,2013,0,http://exoplanet.eu/catalog/kepler-68_b/
Kepler-68,c,Kepler-68 c,3,2013,0,http://exoplanet.eu/catalog/kepler-68_c/
Kepler-68,d,Kepler-68 d,3,2013,0,http://exoplanet.eu/catalog/kepler-68_d/
Kepler-680,b,Kepler-680 b,1,2016,0,http://exoplanet.eu/catalog/kepler-680_b/
Kepler-681,b,Kepler-681 b,1,2016,0,http://exoplanet.eu/catalog/kepler-681_b/
Kepler-682,b,Kepler-682 b,1,2016,0,http://exoplanet.eu/catalog/kepler-682_b/
Kepler-683,b,Kepler-683 b,1,2016,0,http://exoplanet.eu/catalog/kepler-683_b/
Kepler-684,b,Kepler-684 b,1,2016,0,http://exoplanet.eu/catalog/kepler-684_b/
Kepler-685,b,Kepler-685 b,1,2016,0,http://exoplanet.eu/catalog/kepler-685_b/
Kepler-686,b,Kepler-686 b,1,2016,0,http://exoplanet.eu/catalog/kepler-686_b/
Kepler-687,b,Kepler-687 b,1,2016,0,http://exoplanet.eu/catalog/kepler-687_b/
Kepler-688,b,Kepler-688 b,1,2016,0,http://exoplanet.eu/catalog/kepler-688_b/
Kepler-689,b,Kepler-689 b,1,2016,0,http://exoplanet.eu/catalog/kepler-689_b/
Kepler-69,b,Kepler-69 b,2,2013,0,http://exoplanet.eu/catalog/kepler-69_b/
Kepler-69,c,Kepler-69 c,2,2013,0,http://exoplanet.eu/catalog/kepler-69_c/
Kepler-690,b,Kepler-690 b,1,2016,0,http://exoplanet.eu/catalog/kepler-690_b/
Kepler-691,b,Kepler-691 b,1,2016,0,http://exoplanet.eu/catalog/kepler-691_b/
Kepler-692,b,Kepler-692 b,1,2016,0,http://exoplanet.eu/catalog/kepler-692_b/
Kepler-693,b,Kepler-693 b,1,2016,0,http://exoplanet.eu/catalog/kepler-693_b/
Kepler-694,b,Kepler-694 b,1,2016,0,http://exoplanet.eu/catalog/kepler-694_b/
Kepler-695,b,Kepler-695 b,1,2016,0,http://exoplanet.eu/catalog/kepler-695_b/
Kepler-696,b,Kepler-696 b,1,2016,0,http://exoplanet.eu/catalog/kepler-696_b/
Kepler-697,b,Kepler-697 b,1,2016,0,http://exoplanet.eu/catalog/kepler-697_b/
Kepler-698,b,Kepler-698 b,1,2016,0,http://exoplanet.eu/catalog/kepler-698_b/
Kepler-699,b,Kepler-699 b,1,2016,0,http://exoplanet.eu/catalog/kepler-699_b/
Kepler-7,b,Kepler-7 b,1,2009,0,http://exoplanet.eu/catalog/kepler-7_b/
Kepler-700,b,Kepler-700 b,1,2016,0,http://exoplanet.eu/catalog/kepler-700_b/
Kepler-701,b,Kepler-701 b,1,2016,0,http://exoplanet.eu/catalog/kepler-701_b/
Kepler-702,b,Kepler-702 b,1,2016,0,http://exoplanet.eu/catalog/kepler-702_b/
Kepler-703,b,Kepler-703 b,1,2016,0,http://exoplanet.eu/catalog/kepler-703_b/
Kepler-704,b,Kepler-704 b,1,2016,0,http://exoplanet.eu/catalog/kepler-704_b/
Kepler-705,b,Kepler-705 b,1,2016,0,http://exoplanet.eu/catalog/kepler-705_b/
Kepler-706,b,Kepler-706 b,1,2016,0,http://exoplanet.eu/catalog/kepler-706_b/
Kepler-707,b,Kepler-707 b,1,2016,0,http://exoplanet.eu/catalog/kepler-707_b/
Kepler-708,b,Kepler-708 b,1,2016,0,http://exoplanet.eu/catalog/kepler-708_b/
Kepler-709,b,Kepler-709 b,1,2016,0,http://exoplanet.eu/catalog/kepler-709_b/
Kepler-710,b,Kepler-710 b,1,2016,0,http://exoplanet.eu/catalog/kepler-710_b/
Kepler-711,b,Kepler-711 b,1,2016,0,http://exoplanet.eu/catalog/kepler-711_b/
Kepler-712,b,Kepler-712 b,2,2016,0,http://exoplanet.eu/catalog/kepler-712_b/
Kepler-712,c,Kepler-712 c,2,2016,0,http://exoplanet.eu/catalog/kepler-712_c/
Kepler-713,b,Kepler-713 b,1,2016,0,http://exoplanet.eu/catalog/kepler-713_b/
Kepler-714,b,Kepler-714 b,1,2016,0,http://exoplanet.eu/catalog/kepler-714_b/
Kepler-715,b,Kepler-715 b,1,2016,0,http://exoplanet.eu/catalog/kepler-715_b/
Kepler-716,b,Kepler-716 b,1,2016,0,http://exoplanet.eu/catalog/kepler-716_b/
Kepler-717,b,Kepler-717 b,1,2016,0,http://exoplanet.eu/catalog/kepler-717_b/
Kepler-718,b,Kepler-718 b,1,2016,0,http://exoplanet.eu/catalog/kepler-718_b/
Kepler-719,b,Kepler-719 b,1,2016,0,http://exoplanet.eu/catalog/kepler-719_b/
Kepler-720,b,Kepler-720 b,1,2016,0,http://exoplanet.eu/catalog/kepler-720_b/
Kepler-721,b,Kepler-721 b,1,2016,0,http://exoplanet.eu/catalog/kepler-721_b/
Kepler-722,b,Kepler-722 b,2,2016,0,http://exoplanet.eu/catalog/kepler-722_b/
Kepler-722,c,Kepler-722 c,2,2016,0,http://exoplanet.eu/catalog/kepler-722_c/
Kepler-723,b,Kepler-723 b,1,2016,0,http://exoplanet.eu/catalog/kepler-723_b/
Kepler-724,b,Kepler-724 b,1,2016,0,http://exoplanet.eu/catalog/kepler-724_b/
Kepler-725,b,Kepler-725 b,1,2016,0,http://exoplanet.eu/catalog/kepler-725_b/
Kepler-726,b,Kepler-726 b,1,2016,0,http://exoplanet.eu/catalog/kepler-726_b/
Kepler-727,b,Kepler-727 b,1,2016,0,http://exoplanet.eu/catalog/kepler-727_b/
Kepler-728,b,Kepler-728 b,1,2016,0,http://exoplanet.eu/catalog/kepler-728_b/
Kepler-729,b,Kepler-729 b,1,2016,0,http://exoplanet.eu/catalog/kepler-729_b/
Kepler-730,b,Kepler-730 b,2,2016,0,http://exoplanet.eu/catalog/kepler-730_b/
Kepler-730,c,Kepler-730 c,2,2018,0,http://exoplanet.eu/catalog/kepler-730_c/
Kepler-731,b,Kepler-731 b,1,2016,0,http://exoplanet.eu/catalog/kepler-731_b/
Kepler-732,b,Kepler-732 b,2,2016,0,http://exoplanet.eu/catalog/kepler-732_b/
Kepler-732,c,Kepler-732 c,2,2016,0,http://exoplanet.eu/catalog/kepler-732_c/
Kepler-733,b,Kepler-733 b,1,2016,0,http://exoplanet.eu/catalog/kepler-733_b/
Kepler-734,b,Kepler-734 b,1,2016,0,http://exoplanet.eu/catalog/kepler-734_b/
Kepler-735,b,Kepler-735 b,1,2016,0,http://exoplanet.eu/catalog/kepler-735_b/
Kepler-736,b,Kepler-736 b,1,2016,0,http://exoplanet.eu/catalog/kepler-736_b/
Kepler-737,b,Kepler-737 b,1,2016,0,http://exoplanet.eu/catalog/kepler-737_b/
Kepler-738,b,Kepler-738 b,1,2016,0,http://exoplanet.eu/catalog/kepler-738_b/
Kepler-739,b,Kepler-739 b,1,2016,0,http://exoplanet.eu/catalog/kepler-739_b/
Kepler-74,b,Kepler-74 b,1,2013,0,http://exoplanet.eu/catalog/kepler-74_b/
Kepler-740,b,Kepler-740 b,1,2016,0,http://exoplanet.eu/catalog/kepler-740_b/
Kepler-741,b,Kepler-741 b,1,2016,0,http://exoplanet.eu/catalog/kepler-741_b/
Kepler-742,b,Kepler-742 b,1,2016,0,http://exoplanet.eu/catalog/kepler-742_b/
Kepler-743,b,Kepler-743 b,1,2016,0,http://exoplanet.eu/catalog/kepler-743_b/
Kepler-744,b,Kepler-744 b,1,2016,0,http://exoplanet.eu/catalog/kepler-744_b/
Kepler-745,b,Kepler-745 b,1,2016,0,http://exoplanet.eu/catalog/kepler-745_b/
Kepler-746,b,Kepler-746 b,1,2016,0,http://exoplanet.eu/catalog/kepler-746_b/
Kepler-747,b,Kepler-747 b,1,2016,0,http://exoplanet.eu/catalog/kepler-747_b/
Kepler-748,b,Kepler-748 b,1,2016,0,http://exoplanet.eu/catalog/kepler-748_b/
Kepler-749,b,Kepler-749 b,1,2016,0,http://exoplanet.eu/catalog/kepler-749_b/
Kepler-75,b,Kepler-75 b,1,2013,0,http://exoplanet.eu/catalog/kepler-75_b/
Kepler-750,b,Kepler-750 b,2,2016,0,http://exoplanet.eu/catalog/kepler-750_b/
Kepler-750,c,Kepler-750 c,2,2016,0,http://exoplanet.eu/catalog/kepler-750_c/
Kepler-751,b,Kepler-751 b,1,2016,0,http://exoplanet.eu/catalog/kepler-751_b/
Kepler-752,b,Kepler-752 b,1,2016,0,http://exoplanet.eu/catalog/kepler-752_b/
Kepler-753,b,Kepler-753 b,1,2016,0,http://exoplanet.eu/catalog/kepler-753_b/
Kepler-754,b,Kepler-754 b,1,2016,0,http://exoplanet.eu/catalog/kepler-754_b/
Kepler-755,b,Kepler-755 b,2,2016,0,http://exoplanet.eu/catalog/kepler-755_b/
Kepler-755,c,Kepler-755 c,2,2016,0,http://exoplanet.eu/catalog/kepler-755_c/
Kepler-756,b,Kepler-756 b,1,2016,0,http://exoplanet.eu/catalog/kepler-756_b/
Kepler-757,b,Kepler-757 b,1,2016,0,http://exoplanet.eu/catalog/kepler-757_b/
Kepler-758,b,Kepler-758 b,4,2016,0,http://exoplanet.eu/catalog/kepler-758_b/
Kepler-758,c,Kepler-758 c,4,2016,0,http://exoplanet.eu/catalog/kepler-758_c/
Kepler-758,d,Kepler-758 d,4,2016,0,http://exoplanet.eu/catalog/kepler-758_d/
Kepler-758,e,Kepler-758 e,4,2016,0,http://exoplanet.eu/catalog/kepler-758_e/
Kepler-759,b,Kepler-759 b,1,2016,0,http://exoplanet.eu/catalog/kepler-759_b/
Kepler-76,b,Kepler-76 b,1,2013,0,http://exoplanet.eu/catalog/kepler-76_b/
Kepler-760,b,Kepler-760 b,2,2016,0,http://exoplanet.eu/catalog/kepler-760_b/
Kepler-760,c,Kepler-760 c,2,2016,0,http://exoplanet.eu/catalog/kepler-760_c/
Kepler-761,b,Kepler-761 b,1,2016,0,http://exoplanet.eu/catalog/kepler-761_b/
Kepler-762,b,Kepler-762 b,1,2016,0,http://exoplanet.eu/catalog/kepler-762_b/
Kepler-763,b,Kepler-763 b,1,2016,0,http://exoplanet.eu/catalog/kepler-763_b/
Kepler-764,b,Kepler-764 b,1,2016,0,http://exoplanet.eu/catalog/kepler-764_b/
Kepler-765,b,Kepler-765 b,1,2016,0,http://exoplanet.eu/catalog/kepler-765_b/
Kepler-766,b,Kepler-766 b,1,2016,0,http://exoplanet.eu/catalog/kepler-766_b/
Kepler-767,b,Kepler-767 b,1,2016,0,http://exoplanet.eu/catalog/kepler-767_b/
Kepler-768,b,Kepler-768 b,1,2016,0,http://exoplanet.eu/catalog/kepler-768_b/
Kepler-769,b,Kepler-769 b,2,2016,0,http://exoplanet.eu/catalog/kepler-769_b/
Kepler-769,c,Kepler-769 c,2,2016,0,http://exoplanet.eu/catalog/kepler-769_c/
Kepler-77,b,Kepler-77 b,1,2013,0,http://exoplanet.eu/catalog/kepler-77_b/
Kepler-770,b,Kepler-770 b,3,2016,0,http://exoplanet.eu/catalog/kepler-770_b/
Kepler-770,c,Kepler-770 c,3,2016,0,http://exoplanet.eu/catalog/kepler-770_c/
Kepler-770,d,Kepler-770 d,3,2016,0,http://exoplanet.eu/catalog/kepler-770_d/
Kepler-771,b,Kepler-771 b,1,2016,0,http://exoplanet.eu/catalog/kepler-771_b/
Kepler-772,b,Kepler-772 b,1,2016,0,http://exoplanet.eu/catalog/kepler-772_b/
Kepler-773,b,Kepler-773 b,1,2016,0,http://exoplanet.eu/catalog/kepler-773_b/
Kepler-774,b,Kepler-774 b,1,2016,0,http://exoplanet.eu/catalog/kepler-774_b/
Kepler-775,b,Kepler-775 b,1,2016,0,http://exoplanet.eu/catalog/kepler-775_b/
Kepler-776,b,Kepler-776 b,1,2016,0,http://exoplanet.eu/catalog/kepler-776_b/
Kepler-777,b,Kepler-777 b,1,2016,0,http://exoplanet.eu/catalog/kepler-777_b/
Kepler-778,b,Kepler-778 b,1,2016,0,http://exoplanet.eu/catalog/kepler-778_b/
Kepler-779,b,Kepler-779 b,1,2016,0,http://exoplanet.eu/catalog/kepler-779_b/
Kepler-78,b,Kepler-78 b,1,2013,0,http://exoplanet.eu/catalog/kepler-78_b/
Kepler-780,b,Kepler-780 b,1,2016,0,http://exoplanet.eu/catalog/kepler-780_b/
Kepler-781,b,Kepler-781 b,1,2016,0,http://exoplanet.eu/catalog/kepler-781_b/
Kepler-782,b,Kepler-782 b,1,2016,0,http://exoplanet.eu/catalog/kepler-782_b/
Kepler-783,b,Kepler-783 b,1,2016,0,http://exoplanet.eu/catalog/kepler-783_b/
Kepler-784,b,Kepler-784 b,1,2016,0,http://exoplanet.eu/catalog/kepler-784_b/
Kepler-785,b,Kepler-785 b,1,2016,0,http://exoplanet.eu/catalog/kepler-785_b/
Kepler-786,b,Kepler-786 b,1,2016,0,http://exoplanet.eu/catalog/kepler-786_b/
Kepler-787,b,Kepler-787 b,1,2016,0,http://exoplanet.eu/catalog/kepler-787_b/
Kepler-788,b,Kepler-788 b,1,2016,0,http://exoplanet.eu/catalog/kepler-788_b/
Kepler-789,b,Kepler-789 b,1,2016,0,http://exoplanet.eu/catalog/kepler-789_b/
Kepler-79,b,Kepler-79 b,4,2012,0,http://exoplanet.eu/catalog/kepler-79_b/
Kepler-79,c,Kepler-79 c,4,2012,0,http://exoplanet.eu/catalog/kepler-79_c/
Kepler-79,d,Kepler-79 d,4,2014,0,http://exoplanet.eu/catalog/kepler-79_d/
Kepler-79,e,Kepler-79 e,4,2014,0,http://exoplanet.eu/catalog/kepler-79_e/
Kepler-790,b,Kepler-790 b,1,2016,0,http://exoplanet.eu/catalog/kepler-790_b/
Kepler-791,b,Kepler-791 b,1,2016,0,http://exoplanet.eu/catalog/kepler-791_b/
Kepler-792,b,Kepler-792 b,1,2016,0,http://exoplanet.eu/catalog/kepler-792_b/
Kepler-793,b,Kepler-793 b,1,2016,0,http://exoplanet.eu/catalog/kepler-793_b/
Kepler-794,b,Kepler-794 b,1,2016,0,http://exoplanet.eu/catalog/kepler-794_b/
Kepler-795,b,Kepler-795 b,1,2016,0,http://exoplanet.eu/catalog/kepler-795_b/
Kepler-796,b,Kepler-796 b,1,2016,0,http://exoplanet.eu/catalog/kepler-796_b/
Kepler-797,b,Kepler-797 b,1,2016,0,http://exoplanet.eu/catalog/kepler-797_b/
Kepler-798,b,Kepler-798 b,1,2016,0,http://exoplanet.eu/catalog/kepler-798_b/
Kepler-799,b,Kepler-799 b,1,2016,0,http://exoplanet.eu/catalog/kepler-799_b/
Kepler-8,b,Kepler-8 b,1,2010,0,http://exoplanet.eu/catalog/kepler-8_b/
Kepler-80,b,Kepler-80 b,6,2012,0,http://exoplanet.eu/catalog/kepler-80_b/
Kepler-80,c,Kepler-80 c,6,2012,0,http://exoplanet.eu/catalog/kepler-80_c/
Kepler-80,d,Kepler-80 d,6,2014,0,http://exoplanet.eu/catalog/kepler-80_d/
Kepler-80,e,Kepler-80 e,6,2014,0,http://exoplanet.eu/catalog/kepler-80_e/
Kepler-80,f,Kepler-80 f,6,2016,0,http://exoplanet.eu/catalog/kepler-80_f/
Kepler-80,g,Kepler-80 g,6,2017,0,
Kepler-800,b,Kepler-800 b,1,2016,0,http://exoplanet.eu/catalog/kepler-800_b/
Kepler-801,b,Kepler-801 b,1,2016,0,http://exoplanet.eu/catalog/kepler-801_b/
Kepler-802,b,Kepler-802 b,1,2016,0,http://exoplanet.eu/catalog/kepler-802_b/
Kepler-803,b,Kepler-803 b,1,2016,0,http://exoplanet.eu/catalog/kepler-803_b/
Kepler-804,b,Kepler-804 b,2,2016,0,http://exoplanet.eu/catalog/kepler-804_b/
Kepler-804,c,Kepler-804 c,2,2016,0,http://exoplanet.eu/catalog/kepler-804_c/
Kepler-805,b,Kepler-805 b,1,2016,0,http://exoplanet.eu/catalog/kepler-805_b/
Kepler-806,b,Kepler-806 b,1,2016,0,http://exoplanet.eu/catalog/kepler-806_b/
Kepler-807,b,Kepler-807 b,1,2016,0,http://exoplanet.eu/catalog/kepler-807_b/
Kepler-808,b,Kepler-808 b,1,2016,0,http://exoplanet.eu/catalog/kepler-808_b/
Kepler-809,b,Kepler-809 b,1,2016,0,http://exoplanet.eu/catalog/kepler-809_b/
Kepler-81,b,Kepler-81 b,3,2012,0,http://exoplanet.eu/catalog/kepler-81_b/
Kepler-81,c,Kepler-81 c,3,2012,0,http://exoplanet.eu/catalog/kepler-81_c/
Kepler-81,d,Kepler-81 d,3,2014,0,http://exoplanet.eu/catalog/kepler-81_d/
Kepler-810,b,Kepler-810 b,1,2016,0,http://exoplanet.eu/catalog/kepler-810_b/
Kepler-811,b,Kepler-811 b,1,2016,0,http://exoplanet.eu/catalog/kepler-811_b/
Kepler-812,b,Kepler-812 b,1,2016,0,http://exoplanet.eu/catalog/kepler-812_b/
Kepler-813,b,Kepler-813 b,1,2016,0,http://exoplanet.eu/catalog/kepler-813_b/
Kepler-814,b,Kepler-814 b,1,2016,0,http://exoplanet.eu/catalog/kepler-814_b/
Kepler-815,b,Kepler-815 b,1,2016,0,http://exoplanet.eu/catalog/kepler-815_b/
Kepler-816,b,Kepler-816 b,1,2016,0,http://exoplanet.eu/catalog/kepler-816_b/
Kepler-817,b,Kepler-817 b,1,2016,0,http://exoplanet.eu/catalog/kepler-817_b/
Kepler-818,b,Kepler-818 b,1,2016,0,http://exoplanet.eu/catalog/kepler-818_b/
Kepler-819,b,Kepler-819 b,1,2016,0,http://exoplanet.eu/catalog/kepler-819_b/
Kepler-82,b,Kepler-82 b,5,2012,0,http://exoplanet.eu/catalog/kepler-82_b/
Kepler-82,c,Kepler-82 c,5,2012,0,http://exoplanet.eu/catalog/kepler-82_c/
Kepler-82,d,Kepler-82 d,5,2014,0,http://exoplanet.eu/catalog/kepler-82_d/
Kepler-82,e,Kepler-82 e,5,2014,0,http://exoplanet.eu/catalog/kepler-82_e/
Kepler-82,f,Kepler-82 f,5,2019,0,http://exoplanet.eu/catalog/kepler-82_f/
Kepler-820,b,Kepler-820 b,1,2016,0,http://exoplanet.eu/catalog/kepler-820_b/
Kepler-821,b,Kepler-821 b,1,2016,0,http://exoplanet.eu/catalog/kepler-821_b/
Kepler-822,b,Kepler-822 b,1,2016,0,http://exoplanet.eu/catalog/kepler-822_b/
Kepler-823,b,Kepler-823 b,1,2016,0,http://exoplanet.eu/catalog/kepler-823_b/
Kepler-824,b,Kepler-824 b,1,2016,0,http://exoplanet.eu/catalog/kepler-824_b/
Kepler-825,b,Kepler-825 b,2,2016,0,http://exoplanet.eu/catalog/kepler-825_b/
Kepler-825,c,Kepler-825 c,2,2016,0,http://exoplanet.eu/catalog/kepler-825_c/
Kepler-826,b,Kepler-826 b,1,2016,0,http://exoplanet.eu/catalog/kepler-826_b/
Kepler-827,b,Kepler-827 b,1,2016,0,http://exoplanet.eu/catalog/kepler-827_b/
Kepler-828,b,Kepler-828 b,1,2016,0,http://exoplanet.eu/catalog/kepler-828_b/
Kepler-829,b,Kepler-829 b,1,2016,0,http://exoplanet.eu/catalog/kepler-829_b/
Kepler-83,b,Kepler-83 b,3,2012,0,http://exoplanet.eu/catalog/kepler-83_b/
Kepler-83,c,Kepler-83 c,3,2012,0,http://exoplanet.eu/catalog/kepler-83_c/
Kepler-83,d,Kepler-83 d,3,2014,0,http://exoplanet.eu/catalog/kepler-83_d/
Kepler-830,b,Kepler-830 b,1,2016,0,http://exoplanet.eu/catalog/kepler-830_b/
Kepler-831,b,Kepler-831 b,1,2016,0,http://exoplanet.eu/catalog/kepler-831_b/
Kepler-832,b,Kepler-832 b,1,2016,0,http://exoplanet.eu/catalog/kepler-832_b/
Kepler-833,b,Kepler-833 b,1,2016,0,http://exoplanet.eu/catalog/kepler-833_b/
Kepler-834,b,Kepler-834 b,1,2016,0,http://exoplanet.eu/catalog/kepler-834_b/
Kepler-835,b,Kepler-835 b,1,2016,0,http://exoplanet.eu/catalog/kepler-835_b/
Kepler-836,b,Kepler-836 b,1,2016,0,http://exoplanet.eu/catalog/kepler-836_b/
Kepler-837,b,Kepler-837 b,1,2016,0,http://exoplanet.eu/catalog/kepler-837_b/
Kepler-838,b,Kepler-838 b,1,2016,0,http://exoplanet.eu/catalog/kepler-838_b/
Kepler-839,b,Kepler-839 b,1,2016,0,http://exoplanet.eu/catalog/kepler-839_b/
Kepler-84,b,Kepler-84 b,5,2012,0,http://exoplanet.eu/catalog/kepler-84_b/
Kepler-84,c,Kepler-84 c,5,2012,0,http://exoplanet.eu/catalog/kepler-84_c/
Kepler-84,d,Kepler-84 d,5,2014,0,http://exoplanet.eu/catalog/kepler-84_d/
Kepler-84,e,Kepler-84 e,5,2014,0,http://exoplanet.eu/catalog/kepler-84_e/
Kepler-84,f,Kepler-84 f,5,2014,0,http://exoplanet.eu/catalog/kepler-84_f/
Kepler-840,b,Kepler-840 b,1,2016,0,http://exoplanet.eu/catalog/kepler-840_b/
Kepler-841,b,Kepler-841 b,1,2016,0,http://exoplanet.eu/catalog/kepler-841_b/
Kepler-842,b,Kepler-842 b,1,2016,0,http://exoplanet.eu/catalog/kepler-842_b/
Kepler-843,b,Kepler-843 b,1,2016,0,http://exoplanet.eu/catalog/kepler-843_b/
Kepler-844,b,Kepler-844 b,1,2016,0,http://exoplanet.eu/catalog/kepler-844_b/
Kepler-845,b,Kepler-845 b,1,2016,0,http://exoplanet.eu/catalog/kepler-845_b/
Kepler-846,b,Kepler-846 b,1,2016,0,http://exoplanet.eu/catalog/kepler-846_b/
Kepler-847,b,Kepler-847 b,1,2016,0,http://exoplanet.eu/catalog/kepler-847_b/
Kepler-848,b,Kepler-848 b,1,2016,0,http://exoplanet.eu/catalog/kepler-848_b/
Kepler-849,b,Kepler-849 b,1,2016,0,http://exoplanet.eu/catalog/kepler-849_b/
Kepler-85,b,Kepler-85 b,4,2012,0,http://exoplanet.eu/catalog/kepler-85_b/
Kepler-85,c,Kepler-85 c,4,2012,0,http://exoplanet.eu/catalog/kepler-85_c/
Kepler-85,d,Kepler-85 d,4,2014,0,http://exoplanet.eu/catalog/kepler-85_d/
Kepler-85,e,Kepler-85 e,4,2014,0,http://exoplanet.eu/catalog/kepler-85_e/
Kepler-850,b,Kepler-850 b,1,2016,0,http://exoplanet.eu/catalog/kepler-850_b/
Kepler-851,b,Kepler-851 b,1,2016,0,http://exoplanet.eu/catalog/kepler-851_b/
Kepler-852,b,Kepler-852 b,1,2016,0,http://exoplanet.eu/catalog/kepler-852_b/
Kepler-853,b,Kepler-853 b,1,2016,0,http://exoplanet.eu/catalog/kepler-853_b/
Kepler-854,b,Kepler-854 b,1,2016,0,http://exoplanet.eu/catalog/kepler-854_b/
Kepler-855,b,Kepler-855 b,1,2016,0,http://exoplanet.eu/catalog/kepler-855_b/
Kepler-856,b,Kepler-856 b,1,2016,0,http://exoplanet.eu/catalog/kepler-856_b/
Kepler-857,b,Kepler-857 b,1,2016,0,http://exoplanet.eu/catalog/kepler-857_b/
Kepler-858,b,Kepler-858 b,1,2016,0,http://exoplanet.eu/catalog/kepler-858_b/
Kepler-859,b,Kepler-859 b,1,2016,0,http://exoplanet.eu/catalog/kepler-859_b/
Kepler-860,b,Kepler-860 b,1,2016,0,http://exoplanet.eu/catalog/kepler-860_b/
Kepler-861,b,Kepler-861 b,1,2016,0,http://exoplanet.eu/catalog/kepler-861_b/
Kepler-862,b,Kepler-862 b,1,2016,0,http://exoplanet.eu/catalog/kepler-862_b/
Kepler-863,b,Kepler-863 b,1,2016,0,http://exoplanet.eu/catalog/kepler-863_b/
Kepler-864,b,Kepler-864 b,1,2016,0,http://exoplanet.eu/catalog/kepler-864_b/
Kepler-865,b,Kepler-865 b,1,2016,0,http://exoplanet.eu/catalog/kepler-865_b/
Kepler-866,b,Kepler-866 b,1,2016,0,http://exoplanet.eu/catalog/kepler-866_b/
Kepler-867,b,Kepler-867 b,1,2016,0,http://exoplanet.eu/catalog/kepler-867_b/
Kepler-868,b,Kepler-868 b,1,2016,0,http://exoplanet.eu/catalog/kepler-868_b/
